timestamp (ms),stabilizer.roll,stabilizer.pitch,stabilizer.yaw,motor.m1,motor.m2,motor.m3,motor.m4
6509,0.0,0.0,0.0,0,0,0,0
6519,0.0,0.0,0.0,0,0,0,0
6529,0.0,0.0,0.0,0,0,0,0
6539,0.0,0.0,0.0,0,0,0,0
6549,0.0,0.0,0.0,0,0,0,0
6559,0.0,0.0,0.0,0,0,0,0
6569,0.0,0.0,0.0,0,0,0,0
6579,0.0,0.0,0.0,0,0,0,0
6589,0.0,0.0,0.0,0,0,0,0
6599,0.0,0.0,0.0,0,0,0,0
6609,0.0,0.0,0.0,0,0,0,0
6619,0.0,0.0,0.0,0,0,0,0
6629,0.0,0.0,0.0,0,0,0,0
6639,0.0,0.0,0.0,0,0,0,0
6649,0.0,0.0,0.0,0,0,0,0
6659,0.0,0.0,0.0,0,0,0,0
6669,0.0,0.0,0.0,0,0,0,0
6679,0.0,0.0,0.0,0,0,0,0
6689,0.0,0.0,0.0,0,0,0,0
6699,0.0,0.0,0.0,0,0,0,0
6709,0.0,0.0,0.0,0,0,0,0
6719,0.0,0.0,0.0,0,0,0,0
6729,0.0,0.0,0.0,0,0,0,0
6739,0.0,0.0,0.0,0,0,0,0
6749,0.0,0.0,0.0,0,0,0,0
6759,0.0,0.0,0.0,0,0,0,0
6769,0.0,0.0,0.0,0,0,0,0
6779,0.0,0.0,0.0,0,0,0,0
6789,0.0,0.0,0.0,0,0,0,0
6799,0.0,0.0,0.0,0,0,0,0
6809,0.0,0.0,0.0,0,0,0,0
6819,0.0,0.0,0.0,0,0,0,0
6829,0.0,0.0,0.0,0,0,0,0
6839,0.0,0.0,0.0,0,0,0,0
6849,0.0,0.0,0.0,0,0,0,0
6859,0.0,0.0,0.0,0,0,0,0
6869,0.0,0.0,0.0,0,0,0,0
6879,0.0,0.0,0.0,0,0,0,0
6889,0.0,0.0,0.0,0,0,0,0
6899,0.0,0.0,0.0,0,0,0,0
6909,0.0,0.0,0.0,0,0,0,0
6919,0.0,0.0,0.0,0,0,0,0
6929,0.0,0.0,0.0,0,0,0,0
6939,0.0,0.0,0.0,0,0,0,0
6949,0.0,0.0,0.0,0,0,0,0
6959,0.0,0.0,0.0,0,0,0,0
6969,0.0,0.0,0.0,0,0,0,0
6979,0.0,0.0,0.0,0,0,0,0
6989,0.0,0.0,0.0,0,0,0,0
6999,0.0,0.0,0.0,0,0,0,0
7009,0.0,0.0,0.0,0,0,0,0
7019,0.0,0.0,0.0,0,0,0,0
7029,0.0,0.0,0.0,0,0,0,0
7039,0.0,0.0,0.0,0,0,0,0
7049,0.0,0.0,0.0,0,0,0,0
7059,0.0,0.0,0.0,0,0,0,0
7069,0.0,0.0,0.0,0,0,0,0
7079,0.0,0.0,0.0,0,0,0,0
7089,0.0,0.0,0.0,0,0,0,0
7099,0.0,0.0,0.0,0,0,0,0
7109,0.0,0.0,0.0,0,0,0,0
7119,0.0,0.0,0.0,0,0,0,0
7129,0.0,0.0,0.0,0,0,0,0
7139,0.0,0.0,0.0,0,0,0,0
7149,0.0,0.0,0.0,0,0,0,0
7159,0.0,0.0,0.0,0,0,0,0
7169,0.0,0.0,0.0,0,0,0,0
7179,0.0,0.0,0.0,0,0,0,0
7189,0.0,0.0,0.0,0,0,0,0
7199,0.0,0.0,0.0,0,0,0,0
7209,0.0,0.0,0.0,0,0,0,0
7219,0.0,0.0,0.0,0,0,0,0
7229,0.0,0.0,0.0,0,0,0,0
7239,0.0,0.0,0.0,0,0,0,0
7249,0.0,0.0,0.0,0,0,0,0
7259,0.0,0.0,0.0,0,0,0,0
7269,0.0,0.0,0.0,0,0,0,0
7279,0.0,0.0,0.0,0,0,0,0
7289,0.0,0.0,0.0,0,0,0,0
7299,0.0,0.0,0.0,0,0,0,0
7309,0.0,0.0,0.0,0,0,0,0
7319,0.0,0.0,0.0,0,0,0,0
7329,0.0,0.0,0.0,0,0,0,0
7339,0.0,0.0,0.0,0,0,0,0
7349,0.0,0.0,0.0,0,0,0,0
7359,0.0,0.0,0.0,0,0,0,0
7369,0.0,0.0,0.0,0,0,0,0
7379,0.0,0.0,0.0,0,0,0,0
7389,0.0,0.0,0.0,0,0,0,0
7399,0.0,0.0,0.0,0,0,0,0
7409,0.0,0.0,0.0,0,0,0,0
7419,0.0,0.0,0.0,0,0,0,0
7429,0.0,0.0,0.0,0,0,0,0
7439,0.0,0.0,0.0,0,0,0,0
7449,0.0,0.0,0.0,0,0,0,0
7459,0.0,0.0,0.0,0,0,0,0
7469,0.0,0.0,0.0,0,0,0,0
7479,0.0,0.0,0.0,0,0,0,0
7489,0.0,0.0,0.0,0,0,0,0
7499,0.0,0.0,0.0,0,0,0,0
7509,0.0,0.0,0.0,0,0,0,0
7519,0.0,0.0,0.0,0,0,0,0
7529,0.0,0.0,0.0,0,0,0,0
7539,0.0,0.0,0.0,0,0,0,0
7549,0.0,0.0,0.0,0,0,0,0
7559,0.0,0.0,0.0,0,0,0,0
7569,0.0,0.0,0.0,0,0,0,0
7579,0.0,0.0,0.0,0,0,0,0
7589,0.0,0.0,0.0,0,0,0,0
7599,0.0,0.0,0.0,0,0,0,0
7609,0.0,0.0,0.0,0,0,0,0
7619,0.0,0.0,0.0,0,0,0,0
7629,0.0,0.0,0.0,0,0,0,0
7639,0.0,0.0,0.0,0,0,0,0
7649,0.0,0.0,0.0,0,0,0,0
7659,0.0,0.0,0.0,0,0,0,0
7669,0.0,0.0,0.0,0,0,0,0
7679,0.0,0.0,0.0,0,0,0,0
7689,0.0,0.0,0.0,0,0,0,0
7699,0.0,0.0,0.0,0,0,0,0
7709,0.0,0.0,0.0,0,0,0,0
7719,0.0,0.0,0.0,0,0,0,0
7729,0.0,0.0,0.0,0,0,0,0
7739,0.0,0.0,0.0,0,0,0,0
7749,0.0,0.0,0.0,0,0,0,0
7759,0.0,0.0,0.0,0,0,0,0
7769,0.0,0.0,0.0,0,0,0,0
7779,0.0,0.0,0.0,0,0,0,0
7789,0.0,0.0,0.0,0,0,0,0
7799,0.0,0.0,0.0,0,0,0,0
7809,0.0,0.0,0.0,0,0,0,0
7819,0.0,0.0,0.0,0,0,0,0
7829,0.0,0.0,0.0,0,0,0,0
7839,0.0,0.0,0.0,0,0,0,0
7849,0.0,0.0,0.0,0,0,0,0
7859,0.0,0.0,0.0,0,0,0,0
7869,0.0,0.0,0.0,0,0,0,0
7879,0.0,0.0,0.0,0,0,0,0
7889,0.0,0.0,0.0,0,0,0,0
7899,0.0,0.0,0.0,0,0,0,0
7909,0.0,0.0,0.0,0,0,0,0
7919,0.0,0.0,0.0,0,0,0,0
7929,0.0,0.0,0.0,0,0,0,0
7939,0.0,0.0,0.0,0,0,0,0
7949,0.0,0.0,0.0,0,0,0,0
7959,0.0,0.0,0.0,0,0,0,0
7969,0.0,0.0,0.0,0,0,0,0
7979,0.0,0.0,0.0,0,0,0,0
7989,0.0,0.0,0.0,0,0,0,0
7999,0.0,0.0,0.0,0,0,0,0
8009,0.0,0.0,0.0,0,0,0,0
8019,0.0,0.0,0.0,0,0,0,0
8029,0.0,0.0,0.0,0,0,0,0
8039,0.0,0.0,0.0,0,0,0,0
8049,0.0,0.0,0.0,0,0,0,0
8059,0.0,0.0,0.0,0,0,0,0
8069,0.0,0.0,0.0,0,0,0,0
8079,0.0,0.0,0.0,0,0,0,0
8089,0.0,0.0,0.0,0,0,0,0
8099,0.0,0.0,0.0,0,0,0,0
8109,0.0,0.0,0.0,0,0,0,0
8119,0.0,0.0,0.0,0,0,0,0
8129,0.0,0.0,0.0,0,0,0,0
8139,0.0,0.0,0.0,0,0,0,0
8149,0.0,0.0,0.0,0,0,0,0
8159,0.0,0.0,0.0,0,0,0,0
8169,0.0,0.0,0.0,0,0,0,0
8179,0.0,0.0,0.0,0,0,0,0
8189,0.0,0.0,0.0,0,0,0,0
8199,0.0,0.0,0.0,0,0,0,0
8209,0.0,0.0,0.0,0,0,0,0
8219,0.0,0.0,0.0,0,0,0,0
8229,0.0,0.0,0.0,0,0,0,0
8239,0.0,0.0,0.0,0,0,0,0
8250,0.0,0.0,0.0,0,0,0,0
8260,0.0,0.0,0.0,0,0,0,0
8270,-0.0041022878140211105,-0.01266744639724493,-0.0008625424234196544,0,0,0,0
8280,-0.07695047557353973,-0.060281991958618164,-0.0019065843662247062,0,0,0,0
8290,0.11669817566871643,-0.0034260284155607224,-0.0025724531151354313,0,0,0,0
8300,0.11669817566871643,-0.0034260284155607224,-0.0025724531151354313,0,0,0,0
8310,0.004666340071707964,-0.05369330570101738,-0.0018813522765412927,0,0,0,0
8320,0.004666340071707964,-0.05369330570101738,-0.0018813522765412927,0,0,0,0
8330,-0.360028475522995,0.2865607440471649,-0.0010651479242369533,0,0,0,0
8340,0.062496501952409744,0.15021581947803497,-0.0032596932724118233,0,0,0,0
8350,0.1123042181134224,0.1070692390203476,-0.002940753474831581,0,0,0,0
8360,0.1123042181134224,0.1070692390203476,-0.002940753474831581,0,0,0,0
8370,0.5990903973579407,0.6368696689605713,-0.006073225289583206,0,0,0,0
8380,0.3059850037097931,0.35452550649642944,-0.003091550897806883,0,0,0,0
8390,0.38143929839134216,0.3401663601398468,-0.003532825503498316,0,0,0,0
8400,0.7945287227630615,-0.12029194831848145,-0.003401329042389989,0,0,0,0
8410,0.7945287227630615,-0.12029194831848145,-0.003401329042389989,0,0,0,0
8419,0.6122252941131592,0.06502023339271545,-0.0020675219129770994,0,0,0,0
8430,0.8119913339614868,-0.02617092803120613,-0.00026516258367337286,0,0,0,0
8440,0.8119913339614868,-0.02617092803120613,-0.00026516258367337286,0,0,0,0
8450,0.4380555748939514,0.11990999430418015,-5.4649288358632475e-05,0,0,0,0
8460,0.4380555748939514,0.11990999430418015,-5.4649288358632475e-05,0,0,0,0
8470,0.23888374865055084,0.18345262110233307,9.502380999037996e-05,0,0,0,0
8480,0.34495314955711365,0.19293972849845886,0.0008966250461526215,0,0,0,0
8490,0.2893976867198944,-0.06568922847509384,0.001372302183881402,0,0,0,0
8500,0.2893976867198944,-0.06568922847509384,0.001372302183881402,0,0,0,0
8510,0.227354496717453,0.09088766574859619,-0.0006559304893016815,0,0,0,0
8520,0.227354496717453,0.09088766574859619,-0.0006559304893016815,0,0,0,0
8530,-0.0778302401304245,0.10344558954238892,-0.0012551364488899708,0,0,0,0
8540,-0.012473370879888535,0.11830788850784302,-0.00031085265800356865,0,0,0,0
8550,0.23031404614448547,0.9453365206718445,-0.0006713427719660103,0,0,0,0
8560,0.23031404614448547,0.9453365206718445,-0.0006713427719660103,0,0,0,0
8570,0.707421600818634,1.0197789669036865,-0.0072516826912760735,0,0,0,0
8580,0.6878930330276489,0.9095014333724976,-0.00638227816671133,0,0,0,0
8590,0.3140093684196472,1.0821959972381592,-0.00037411891389638186,0,0,0,0
8600,0.3140093684196472,1.0821959972381592,-0.00037411891389638186,0,0,0,0
8611,0.38466396927833557,0.6725395917892456,-0.0006612286670133471,0,0,0,0
8620,0.38466396927833557,0.6725395917892456,-0.0006612286670133471,0,0,0,0
8630,0.3328316807746887,0.5193302631378174,-0.0004722042940557003,0,0,0,0
8640,0.20542976260185242,0.602023720741272,0.0016594567568972707,0,0,0,0
8651,0.2728439271450043,0.5398641228675842,0.0006508594960905612,0,0,0,0
8660,0.2728439271450043,0.5398641228675842,0.0006508594960905612,0,0,0,0
8671,0.12607626616954803,0.5145664811134338,0.0032044979743659496,0,0,0,0
8679,-0.013833125121891499,0.5928289294242859,0.006386199034750462,0,0,0,0
8689,-0.013280968181788921,0.5939693450927734,0.006865179631859064,0,0,0,0
8699,0.12267882376909256,0.4806459844112396,0.004569815006107092,0,0,0,0
8709,0.0126831429079175,0.48253268003463745,0.006334668956696987,0,0,0,0
8719,0.012209383770823479,0.48204100131988525,0.006549467798322439,0,0,0,0
8731,0.003640752751380205,0.3193953037261963,0.005824350751936436,0,0,0,0
8739,0.004163713660091162,0.3194734454154968,0.005060974508523941,0,0,0,0
8751,-0.08769997954368591,0.34681081771850586,0.0060128094628453255,0,0,0,0
8761,-0.08645888417959213,0.34718990325927734,0.0062828874215483665,0,0,0,0
8771,0.10081754624843597,0.33234620094299316,0.003108389675617218,0,0,0,0
8779,0.10079392045736313,0.3316459655761719,0.0026604279410094023,0,0,0,0
8791,0.07899699360132217,0.314913809299469,0.0043168580159544945,0,0,0,0
8799,0.08080805838108063,0.31504350900650024,0.004245406948029995,0,0,0,0
8811,0.08383551985025406,0.43561139702796936,0.0019916293676942587,0,0,0,0
8819,0.0856700912117958,0.43258151412010193,0.0012734225019812584,0,0,0,0
8829,-0.021521570160984993,0.25952214002609253,0.0029799912590533495,0,0,0,0
8839,-0.021293319761753082,0.25736644864082336,0.0033936072140932083,0,0,0,0
8851,-0.14673005044460297,0.25330156087875366,0.004576579667627811,0,0,0,0
8861,0.11545541882514954,0.3268905282020569,0.0036801930982619524,0,0,0,0
8869,-0.11183561384677887,0.23997436463832855,0.006063734646886587,0,0,0,0
8881,-0.11272028833627701,0.2375456988811493,0.005079455208033323,0,0,0,0
8891,-0.06685736775398254,0.2320081740617752,0.005995302926748991,0,0,0,0
8899,-0.06685736775398254,0.2320081740617752,0.005995302926748991,0,0,0,0
8911,-0.1243579313158989,0.5560562610626221,0.0035529378801584244,0,0,0,0
8919,0.4151918590068817,0.5282555818557739,-0.0012576342560350895,0,0,0,0
8931,0.4151688516139984,0.5276896357536316,-0.0017563882283866405,0,0,0,0
8939,0.43228408694267273,0.4994039237499237,-0.0015025661559775472,0,0,0,0
8951,0.37504252791404724,0.8440472483634949,-0.002483427757397294,0,0,0,0
8959,0.6990129947662354,0.6310216784477234,-0.005121549125760794,0,0,0,0
8971,0.622844398021698,0.5286004543304443,-0.0018706131959334016,0,0,0,0
8979,0.548965573310852,0.48469603061676025,-0.0008025025599636137,0,0,0,0
8991,0.5484552979469299,0.5126649141311646,0.00048010252066887915,0,0,0,0
9001,0.49536776542663574,0.5690534710884094,-0.0005931840278208256,0,0,0,0
9011,0.3703593611717224,0.4316492974758148,0.0009688197169452906,0,0,0,0
9021,0.31612271070480347,0.4782131612300873,0.0018393885111436248,0,0,0,0
9031,0.19401416182518005,0.4579348564147949,0.003911070059984922,0,0,0,0
9041,0.28978174924850464,0.4670666754245758,0.0032248427160084248,0,0,0,0
9049,0.17285817861557007,0.43566086888313293,0.004885152447968721,0,0,0,0
9061,0.1713773012161255,0.43651682138442993,0.0047099171206355095,0,0,0,0
9071,0.08936760574579239,0.41884106397628784,0.005067282356321812,0,0,0,0
9081,-0.05129636824131012,0.46376582980155945,0.006771605461835861,0,0,0,0
9091,0.09994538128376007,0.337234765291214,0.00399382971227169,0,0,0,0
9101,0.09994538128376007,0.337234765291214,0.00399382971227169,0,0,0,0
9111,0.07010141015052795,0.3677484393119812,0.004538742825388908,0,0,0,0
9121,-0.07518615573644638,0.3568759560585022,0.006601432338356972,0,0,0,0
9131,-0.10573522746562958,0.46709781885147095,0.0068140095099806786,0,0,0,0
9141,-0.05554617568850517,0.2956584393978119,0.007251446135342121,0,0,0,0
9151,-0.1270333081483841,0.2901710569858551,0.00827194657176733,0,0,0,0
9161,-0.14278119802474976,0.29704713821411133,0.007919340394437313,0,0,0,0
9171,-0.08267653733491898,0.30376631021499634,0.007662087678909302,0,0,0,0
9181,-0.16759373247623444,0.28128039836883545,0.008235882967710495,0,0,0,0
9191,-0.15451928973197937,0.276696115732193,0.008110322058200836,0,0,0,0
9201,-0.1094965785741806,0.3889531195163727,0.00649414723739028,0,0,0,0
9211,-0.1094965785741806,0.3889531195163727,0.00649414723739028,0,0,0,0
9221,-0.22784200310707092,0.3111686110496521,0.007954447530210018,0,0,0,0
9231,-0.15289272367954254,0.23269818723201752,0.008820521645247936,0,0,0,0
9241,-0.2051500678062439,0.1945144683122635,0.01058697234839201,0,0,0,0
9251,-0.2743125855922699,0.18296296894550323,0.011579367332160473,0,0,0,0
9261,-0.31925511360168457,0.29495519399642944,0.009992469102144241,0,0,0,0
9272,-0.293523371219635,0.2473989576101303,0.012288384139537811,0,0,0,0
9279,-0.293523371219635,0.2473989576101303,0.012288384139537811,0,0,0,0
9290,-0.1978643536567688,0.1809169352054596,0.014320289716124535,0,0,0,0
9299,-0.2436845749616623,0.18342147767543793,0.014149224385619164,0,0,0,0
9312,-0.3201697766780853,0.2356903851032257,0.013452849350869656,0,0,0,0
9319,-0.3201697766780853,0.2356903851032257,0.013452849350869656,0,0,0,0
9332,-0.32056882977485657,0.2935850918292999,0.01295249629765749,0,0,0,0
9339,-0.3339645266532898,0.28924769163131714,0.012996280565857887,0,0,0,0
9352,-0.21735207736492157,0.2353181689977646,0.015542489476501942,0,0,0,0
9359,-0.21735207736492157,0.2353181689977646,0.015542489476501942,0,0,0,0
9372,-0.27979931235313416,0.17057041823863983,0.019134556874632835,0,0,0,0
9379,-0.27979931235313416,0.17057041823863983,0.019134556874632835,0,0,0,0
9392,-0.2802281379699707,0.23057298362255096,0.01715276576578617,0,0,0,0
9399,-0.2802281379699707,0.23057298362255096,0.01715276576578617,0,0,0,0
9409,-0.2801457941532135,0.23098689317703247,0.01687116175889969,0,0,0,0
9422,-0.2841128706932068,0.21494713425636292,0.016215166077017784,0,0,0,0
9429,-0.3006669282913208,0.24169783294200897,0.015421212650835514,0,0,0,0
9442,-0.5572637319564819,0.20213675498962402,0.013548730872571468,0,0,0,0
9449,-0.2735052704811096,0.20403903722763062,0.015357823111116886,0,0,0,0
9459,-0.27720266580581665,0.15479186177253723,0.01557342242449522,0,0,0,0
9469,-0.33156684041023254,0.21070341765880585,0.012636044062674046,0,0,0,0
9479,-0.40423038601875305,0.26026931405067444,0.010723070241510868,0,0,0,0
9489,-0.2962853014469147,0.25618720054626465,0.011654512956738472,0,0,0,0
9499,-0.3075195252895355,0.23075079917907715,0.013153711333870888,0,0,0,0
9509,-0.30850085616111755,0.21924398839473724,0.01391715370118618,0,0,0,0
9519,-0.3343350887298584,0.2682357132434845,0.012479192577302456,0,0,0,0
9529,-0.3806779980659485,0.31340429186820984,0.010496656410396099,0,0,0,0
9542,-0.29050034284591675,0.22402474284172058,0.013089533895254135,0,0,0,0
9549,-0.26688793301582336,0.2013775259256363,0.013269811868667603,0,0,0,0
9559,-0.316457062959671,0.20418497920036316,0.013734826818108559,0,0,0,0
9569,-0.31579673290252686,0.2701704800128937,0.013708132319152355,0,0,0,0
9579,-0.29064711928367615,0.2553771138191223,0.013729174621403217,0,0,0,0
9589,-0.2914104759693146,0.20929013192653656,0.014327416196465492,0,0,0,0
9599,-0.3127110004425049,0.20943008363246918,0.015245923772454262,0,0,0,0
9609,-0.2236558198928833,0.3425651788711548,0.011016224510967731,0,0,0,0
9619,-0.23083972930908203,0.17701318860054016,0.016667746007442474,0,0,0,0
9629,-0.23627835512161255,0.13554903864860535,0.017832443118095398,0,0,0,0
9639,-0.23683039844036102,0.13622361421585083,0.018118590116500854,0,0,0,0
9649,-0.22923922538757324,0.16490678489208221,0.018089931458234787,0,0,0,0
9659,-0.19860990345478058,0.2900269627571106,0.016013339161872864,0,0,0,0
9669,-0.25117143988609314,0.24113725125789642,0.018265245482325554,0,0,0,0
9679,-0.2526070475578308,0.23959729075431824,0.017568543553352356,0,0,0,0
9689,-0.30532047152519226,0.19264768064022064,0.018439244478940964,0,0,0,0
9699,-0.20564132928848267,0.1347421109676361,0.02065330743789673,0,0,0,0
9709,-0.21205149590969086,0.16676247119903564,0.02004670538008213,0,0,0,0
9719,-0.266194611787796,0.24548324942588806,0.01821640506386757,0,0,0,0
9729,-0.26734766364097595,0.16579695045948029,0.021226489916443825,0,0,0,0
9739,-0.3292197287082672,0.3830612003803253,0.01650759018957615,0,0,0,0
9749,-0.21218755841255188,0.2618703246116638,0.020491041243076324,0,0,0,0
9759,-0.27830034494400024,0.3200918734073639,0.019130852073431015,0,0,0,0
9769,-0.21104124188423157,0.21474814414978027,0.020768865942955017,0,0,0,0
9779,-0.2290978729724884,0.2507510483264923,0.02042659930884838,0,0,0,0
9789,-0.2662401497364044,0.4046016335487366,0.017690295353531837,0,0,0,0
9799,-0.1997188925743103,0.44935348629951477,0.016814500093460083,0,0,0,0
9809,-0.39199918508529663,0.4236178994178772,0.017697246745228767,0,0,0,0
9819,-0.32762497663497925,0.419323205947876,0.018533380702137947,0,0,0,0
9829,-0.09515582025051117,0.3068026006221771,0.021180007606744766,0,0,0,0
9839,-0.0630568265914917,0.24466077983379364,0.023618729785084724,0,0,0,0
9849,-0.12567263841629028,0.24205856025218964,0.023859182372689247,0,0,0,0
9859,-0.12551921606063843,0.24022908508777618,0.02492547407746315,0,0,0,0
9869,-0.1845502108335495,0.2624352276325226,0.024006934836506844,0,0,0,0
9879,-0.19287645816802979,0.309122771024704,0.023989394307136536,0,0,0,0
9889,-0.2025219202041626,0.32698044180870056,0.02398015558719635,0,0,0,0
9899,-0.2099635899066925,0.28462639451026917,0.02531028538942337,0,0,0,0
9909,-0.2118886262178421,0.284991592168808,0.02560974471271038,0,0,0,0
9919,-0.21687759459018707,0.34190642833709717,0.02635374292731285,0,0,0,0
9929,-0.18731689453125,0.3186589479446411,0.025616472586989403,0,0,0,0
9939,-0.2318171113729477,0.23977404832839966,0.02725883573293686,0,0,0,0
9949,-0.23680056631565094,0.2506563365459442,0.026698658242821693,0,0,0,0
9959,-0.242439866065979,0.3096005618572235,0.025625087320804596,0,0,0,0
