timestamp (ms),stateEstimate.x,stateEstimate.y,stateEstimate.z,motor.m1,motor.m2,motor.m3,motor.m4
4830,0.0,0.0,0.0,0,0,0,0
4840,0.0,0.0,0.0,0,0,0,0
4850,0.0,0.0,0.0,0,0,0,0
4860,0.0,0.0,0.0,0,0,0,0
4870,0.0,0.0,0.0,0,0,0,0
4880,0.0,0.0,0.0,0,0,0,0
4890,0.0,0.0,0.0,0,0,0,0
4900,0.0,0.0,0.0,0,0,0,0
4910,0.0,0.0,0.0,0,0,0,0
4920,0.0,0.0,0.0,0,0,0,0
4930,0.0,0.0,0.0,0,0,0,0
4940,0.0,0.0,0.0,0,0,0,0
4950,0.0,0.0,0.0,0,0,0,0
4960,0.0,0.0,0.0,0,0,0,0
4970,0.0,0.0,0.0,0,0,0,0
4980,0.0,0.0,0.0,0,0,0,0
4990,0.0,0.0,0.0,0,0,0,0
5000,0.0,0.0,0.0,0,0,0,0
5010,0.0,0.0,0.0,0,0,0,0
5020,0.0,0.0,0.0,0,0,0,0
5030,0.0,0.0,0.0,0,0,0,0
5040,0.0,0.0,0.0,0,0,0,0
5050,0.0,0.0,0.0,0,0,0,0
5060,0.0,0.0,0.0,0,0,0,0
5070,0.0,0.0,0.0,0,0,0,0
5080,0.0,0.0,0.0,0,0,0,0
5090,0.0,0.0,0.0,0,0,0,0
5100,0.0,0.0,0.0,0,0,0,0
5110,0.0,0.0,0.0,0,0,0,0
5120,0.0,0.0,0.0,0,0,0,0
5130,0.0,0.0,0.0,0,0,0,0
5140,0.0,0.0,0.0,0,0,0,0
5150,0.0,0.0,0.0,0,0,0,0
5160,0.0,0.0,0.0,0,0,0,0
5170,0.0,0.0,0.0,0,0,0,0
5180,0.0,0.0,0.0,0,0,0,0
5190,0.0,0.0,0.0,0,0,0,0
5200,0.0,0.0,0.0,0,0,0,0
5210,0.0,0.0,0.0,0,0,0,0
5220,0.0,0.0,0.0,0,0,0,0
5230,0.0,0.0,0.0,0,0,0,0
5240,0.0,0.0,0.0,0,0,0,0
5250,0.0,0.0,0.0,0,0,0,0
5260,0.0,0.0,0.0,0,0,0,0
5270,0.0,0.0,0.0,0,0,0,0
5280,0.0,0.0,0.0,0,0,0,0
5290,0.0,0.0,0.0,0,0,0,0
5300,0.0,0.0,0.0,0,0,0,0
5310,0.0,0.0,0.0,0,0,0,0
5320,0.0,0.0,0.0,0,0,0,0
5330,0.0,0.0,0.0,0,0,0,0
5340,0.0,0.0,0.0,0,0,0,0
5350,0.0,0.0,0.0,0,0,0,0
5360,0.0,0.0,0.0,0,0,0,0
5370,0.0,0.0,0.0,0,0,0,0
5380,0.0,0.0,0.0,0,0,0,0
5390,0.0,0.0,0.0,0,0,0,0
5400,0.0,0.0,0.0,0,0,0,0
5410,0.0,0.0,0.0,0,0,0,0
5420,0.0,0.0,0.0,0,0,0,0
5430,0.0,0.0,0.0,0,0,0,0
5440,0.0,0.0,0.0,0,0,0,0
5450,0.0,0.0,0.0,0,0,0,0
5460,0.0,0.0,0.0,0,0,0,0
5470,0.0,0.0,0.0,0,0,0,0
5480,0.0,0.0,0.0,0,0,0,0
5490,0.0,0.0,0.0,0,0,0,0
5500,0.0,0.0,0.0,0,0,0,0
5510,0.0,0.0,0.0,0,0,0,0
5520,0.0,0.0,0.0,0,0,0,0
5530,0.0,0.0,0.0,0,0,0,0
5540,0.0,0.0,0.0,0,0,0,0
5550,0.0,0.0,0.0,0,0,0,0
5560,0.0,0.0,0.0,0,0,0,0
5570,0.0,0.0,0.0,0,0,0,0
5580,0.0,0.0,0.0,0,0,0,0
5590,0.0,0.0,0.0,0,0,0,0
5600,0.0,0.0,0.0,0,0,0,0
5610,0.0,0.0,0.0,0,0,0,0
5620,0.0,0.0,0.0,0,0,0,0
5630,0.0,0.0,0.0,0,0,0,0
5640,0.0,0.0,0.0,0,0,0,0
5650,0.0,0.0,0.0,0,0,0,0
5660,0.0,0.0,0.0,0,0,0,0
5670,0.0,0.0,0.0,0,0,0,0
5680,0.0,0.0,0.0,0,0,0,0
5690,0.0,0.0,0.0,0,0,0,0
5700,0.0,0.0,0.0,0,0,0,0
5710,0.0,0.0,0.0,0,0,0,0
5720,0.0,0.0,0.0,0,0,0,0
5730,0.0,0.0,0.0,0,0,0,0
5740,0.0,0.0,0.0,0,0,0,0
5750,0.0,0.0,0.0,0,0,0,0
5760,0.0,0.0,0.0,0,0,0,0
5770,0.0,0.0,0.0,0,0,0,0
5780,0.0,0.0,0.0,0,0,0,0
5790,0.0,0.0,0.0,0,0,0,0
5800,0.0,0.0,0.0,0,0,0,0
5810,0.0,0.0,0.0,0,0,0,0
5820,0.0,0.0,0.0,0,0,0,0
5830,0.0,0.0,0.0,0,0,0,0
5840,0.0,0.0,0.0,0,0,0,0
5850,0.0,0.0,0.0,0,0,0,0
