timestamp (ms),stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
38885,0.0,0.0,0.0,0.0,0.0,0.0
38895,0.0,0.0,0.0,0.0,0.0,0.0
38905,0.0,0.0,0.0,0.0,0.0,0.0
38915,0.0,0.0,0.0,0.0,0.0,0.0
38925,0.0,0.0,0.0,0.0,0.0,0.0
38935,0.0,0.0,0.0,0.0,0.0,0.0
38945,0.0,0.0,0.0,0.0,0.0,0.0
38955,0.0,0.0,0.0,0.0,0.0,0.0
38965,0.0,0.0,0.0,0.0,0.0,0.0
38975,0.0,0.0,0.0,0.0,0.0,0.0
38985,0.0,0.0,0.0,0.0,0.0,0.0
38995,0.0,0.0,0.0,0.0,0.0,0.0
39005,0.0,0.0,0.0,0.0,0.0,0.0
39015,0.0,0.0,0.0,0.0,0.0,0.0
39025,0.0,0.0,0.0,0.0,0.0,0.0
39035,0.0,0.0,0.0,0.0,0.0,0.0
39045,0.0,0.0,0.0,0.0,0.0,0.0
39055,0.0,0.0,0.0,0.0,0.0,0.0
39065,0.0,0.0,0.0,0.0,0.0,0.0
39075,0.0,0.0,0.0,0.0,0.0,0.0
39085,0.0,0.0,0.0,0.0,0.0,0.0
39095,0.0,0.0,0.0,0.0,0.0,0.0
39105,0.0,0.0,0.0,0.0,0.0,0.0
39115,0.0,0.0,0.0,0.0,0.0,0.0
39125,0.0,0.0,0.0,0.0,0.0,0.0
39135,0.0,0.0,0.0,0.0,0.0,0.0
39145,0.0,0.0,0.0,0.0,0.0,0.0
39155,0.0,0.0,0.0,0.0,0.0,0.0
39165,0.0,0.0,0.0,0.0,0.0,0.0
39175,0.0,0.0,0.0,0.0,0.0,0.0
39185,0.0,0.0,0.0,0.0,0.0,0.0
39195,0.0,0.0,0.0,0.0,0.0,0.0
39205,0.0,0.0,0.0,0.0,0.0,0.0
39215,0.0,0.0,0.0,0.0,0.0,0.0
39225,0.0,0.0,0.0,0.0,0.0,0.0
39235,0.0,0.0,0.0,0.0,0.0,0.0
39245,0.0,0.0,0.0,0.0,0.0,0.0
39255,0.0,0.0,0.0,0.0,0.0,0.0
39265,0.0,0.0,0.0,0.0,0.0,0.0
39275,0.0,0.0,0.0,0.0,0.0,0.0
39285,0.0,0.0,0.0,0.0,0.0,0.0
39295,0.0,0.0,0.0,0.0,0.0,0.0
39305,0.0,0.0,0.0,0.0,0.0,0.0
39315,0.0,0.0,0.0,0.0,0.0,0.0
39325,0.0,0.0,0.0,0.0,0.0,0.0
39335,0.0,0.0,0.0,0.0,0.0,0.0
39345,0.0,0.0,0.0,0.0,0.0,0.0
39355,0.0,0.0,0.0,0.0,0.0,0.0
39365,0.0,0.0,0.0,0.0,0.0,0.0
39375,0.0,0.0,0.0,0.0,0.0,0.0
39385,0.0,0.0,0.0,0.0,0.0,0.0
39395,0.0,0.0,0.0,0.0,0.0,0.0
39405,0.0,0.0,0.0,0.0,0.0,0.0
