timestamp (ms),stateEstimate.x,stateEstimate.y,stateEstimate.z,motor.m1,motor.m2,motor.m3,motor.m4
4884,0.0,0.0,0.0,0,0,0,0
4894,0.0,0.0,0.0,0,0,0,0
4904,0.0,0.0,0.0,0,0,0,0
4914,0.0,0.0,0.0,0,0,0,0
4924,0.0,0.0,0.0,0,0,0,0
4934,0.0,0.0,0.0,0,0,0,0
4944,0.0,0.0,0.0,0,0,0,0
4954,0.0,0.0,0.0,0,0,0,0
4964,0.0,0.0,0.0,0,0,0,0
4974,0.0,0.0,0.0,0,0,0,0
4984,0.0,0.0,0.0,0,0,0,0
4994,0.0,0.0,0.0,0,0,0,0
5004,0.0,0.0,0.0,0,0,0,0
5014,0.0,0.0,0.0,0,0,0,0
5024,0.0,0.0,0.0,0,0,0,0
5034,0.0,0.0,0.0,0,0,0,0
5044,0.0,0.0,0.0,0,0,0,0
5054,0.0,0.0,0.0,0,0,0,0
5064,0.0,0.0,0.0,0,0,0,0
5074,0.0,0.0,0.0,0,0,0,0
5084,0.0,0.0,0.0,0,0,0,0
5094,0.0,0.0,0.0,0,0,0,0
5104,0.0,0.0,0.0,0,0,0,0
5114,0.0,0.0,0.0,0,0,0,0
5124,0.0,0.0,0.0,0,0,0,0
5134,0.0,0.0,0.0,0,0,0,0
5144,0.0,0.0,0.0,0,0,0,0
5154,0.0,0.0,0.0,0,0,0,0
5164,0.0,0.0,0.0,0,0,0,0
5174,0.0,0.0,0.0,0,0,0,0
5184,0.0,0.0,0.0,0,0,0,0
5194,0.0,0.0,0.0,0,0,0,0
5204,0.0,0.0,0.0,0,0,0,0
5214,0.0,0.0,0.0,0,0,0,0
5224,0.0,0.0,0.0,0,0,0,0
5234,0.0,0.0,0.0,0,0,0,0
5244,0.0,0.0,0.0,0,0,0,0
5254,0.0,0.0,0.0,0,0,0,0
5264,0.0,0.0,0.0,0,0,0,0
5274,0.0,0.0,0.0,0,0,0,0
5284,0.0,0.0,0.0,0,0,0,0
5294,0.0,0.0,0.0,0,0,0,0
5304,0.0,0.0,0.0,0,0,0,0
5314,0.0,0.0,0.0,0,0,0,0
5324,0.0,0.0,0.0,0,0,0,0
5334,0.0,0.0,0.0,0,0,0,0
5344,0.0,0.0,0.0,0,0,0,0
5354,0.0,0.0,0.0,0,0,0,0
5364,0.0,0.0,0.0,0,0,0,0
5374,0.0,0.0,0.0,0,0,0,0
5384,0.0,0.0,0.0,0,0,0,0
5394,0.0,0.0,0.0,0,0,0,0
5404,0.0,0.0,0.0,0,0,0,0
5414,0.0,0.0,0.0,0,0,0,0
5424,0.0,0.0,0.0,0,0,0,0
5434,0.0,0.0,0.0,0,0,0,0
5444,0.0,0.0,0.0,0,0,0,0
5454,0.0,0.0,0.0,0,0,0,0
5464,0.0,0.0,0.0,0,0,0,0
5474,0.0,0.0,0.0,0,0,0,0
5484,0.0,0.0,0.0,0,0,0,0
5494,0.0,0.0,0.0,0,0,0,0
5504,0.0,0.0,0.0,0,0,0,0
5514,0.0,0.0,0.0,0,0,0,0
5524,0.0,0.0,0.0,0,0,0,0
5534,0.0,0.0,0.0,0,0,0,0
5544,0.0,0.0,0.0,0,0,0,0
5554,0.0,0.0,0.0,0,0,0,0
5564,0.0,0.0,0.0,0,0,0,0
5574,0.0,0.0,0.0,0,0,0,0
5584,0.0,0.0,0.0,0,0,0,0
